ID,Domain,Phylum,Class,Order,Family,Genus,Species
ASV_32735,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__unclassified_Streptococcus
ASV_32736,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_32738,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Selenomonadaceae, g__Selenomonas, s__Schwartzia_sp.
ASV_32739,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Selenomonadaceae, g__Selenomonas, s__Selenomonas_sputigena
ASV_32740,d__Bacteria, p__Firmicutes, c__Clostridia, o__Peptococcales, f__Peptococcaceae, g__Peptococcus, s__uncultured_Peptococcus
ASV_32741,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Alloprevotella, s__uncultured_Prevotellaceae
ASV_32742,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Micrococcales, f__Micrococcaceae, g__Rothia, s__unclassified_Rothia
ASV_32743,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__unclassified_Pseudomonas
ASV_32744,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Micrococcales, f__Micrococcaceae, g__Rothia, s__Rothia_sp.
ASV_32745,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__Leptotrichia, s__uncultured_bacterium
ASV_32746,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__Porphyromonas_pasteri
ASV_32747,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__Leptotrichia, s__Leptotrichia_hongkongensis
ASV_32748,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_32749,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__unclassified_Prevotellaceae, s__unclassified_Prevotellaceae
ASV_32750,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Veillonellaceae, g__Veillonella, s__bacterium_NLAE-zl-P568
ASV_32751,d__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__unclassified_Bacillaceae, s__unclassified_Bacillaceae
ASV_32753,d__Bacteria, p__Patescibacteria, c__Saccharimonadia, o__Saccharimonadales, f__Saccharimonadaceae, g__Saccharimonadaceae, s__uncultured_Candidatus
ASV_32754,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Veillonellaceae, g__Veillonella, s__unclassified_Veillonella
ASV_32756,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella_7, s__Prevotella_pleuritidis
ASV_32759,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__Prevotella_nanceiensis
ASV_32760,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__Prevotella_oulorum
ASV_32761,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella_7, s__uncultured_bacterium
ASV_32762,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Micrococcales, f__Dermatophilaceae, g__uncultured, s__uncultured_bacterium
ASV_32763,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales, f__Pasteurellaceae, g__Haemophilus, s__unclassified_Haemophilus
ASV_32764,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__Leptotrichia, s__unidentified
ASV_32765,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Carnobacteriaceae, g__Granulicatella, s__unclassified_Granulicatella
ASV_32766,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__unclassified_Bacteroidia, f__unclassified_Bacteroidia, g__unclassified_Bacteroidia, s__unclassified_Bacteroidia
ASV_32767,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__unclassified_Lactobacillales, g__unclassified_Lactobacillales, s__unclassified_Lactobacillales
ASV_32768,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_32769,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__unclassified_Neisseriaceae, s__unclassified_Neisseriaceae
ASV_32770,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__Prevotella_intermedia
ASV_32771,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales, f__Pasteurellaceae, g__Haemophilus, s__unclassified_Haemophilus
ASV_32772,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Veillonellaceae, g__Veillonella, s__unclassified_Veillonella
ASV_32773,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Veillonellaceae, g__Veillonella, s__unclassified_Veillonella
ASV_32775,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__unclassified_Lachnospirales, g__unclassified_Lachnospirales, s__unclassified_Lachnospirales
ASV_32776,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__unclassified_Pseudomonas
ASV_32777,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__unclassified_Prevotella
ASV_32778,d__Bacteria, p__Firmicutes, c__Bacilli, o__Acholeplasmatales, f__Acholeplasmataceae, g__Acholeplasma, s__Mycoplasmataceae_genomosp.
ASV_32779,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__unclassified_Streptococcus
ASV_32780,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella_7, s__unclassified_Prevotella_7
ASV_32781,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Catonella, s__unclassified_Catonella
ASV_32782,d__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridia_UCG-014, f__Clostridia_UCG-014, g__Clostridia_UCG-014, s__Clostridiales_bacterium
ASV_32784,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Veillonellaceae, g__Veillonella, s__unclassified_Veillonella
ASV_32785,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__uncultured_bacterium
ASV_32787,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__Schaalia_odontolytica
ASV_32788,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Selenomonadaceae, g__Selenomonas, s__Selenomonas_sputigena
ASV_32789,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__unclassified_Actinomyces
ASV_32791,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__Prevotella_aurantiaca
ASV_32792,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Sphingobacteriales, f__Lentimicrobiaceae, g__Lentimicrobium, s__Bacteroidia_bacterium
ASV_32793,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__uncultured_Prevotella
ASV_32794,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_32795,d__Bacteria, p__Firmicutes, c__Clostridia, o__Peptostreptococcales-Tissierellales, f__Peptostreptococcaceae, g__Peptostreptococcus, s__unclassified_Peptostreptococcus
ASV_32796,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__Porphyromonas_pasteri
ASV_32797,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__Prevotella_shahii
ASV_32798,d__Bacteria, p__Campylobacterota, c__Campylobacteria, o__Campylobacterales, f__Campylobacteraceae, g__Campylobacter, s__unclassified_Campylobacter
ASV_32799,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales, f__Pasteurellaceae, g__Aggregatibacter, s__Aggregatibacter_aphrophilus
ASV_32800,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__unclassified_Prevotella
ASV_32801,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__Leptotrichia, s__uncultured_bacterium
ASV_32802,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Veillonellaceae, g__Veillonella, s__Veillonella_rogosae
ASV_32803,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella_7, s__uncultured_bacterium
ASV_32804,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_32805,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Selenomonadaceae, g__unclassified_Selenomonadaceae, s__unclassified_Selenomonadaceae
ASV_32806,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Johnsonella, s__uncultured_Lachnospiraceae
ASV_32807,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__Schaalia_odontolytica
ASV_32808,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Veillonellaceae, g__Veillonella, s__unclassified_Veillonella
ASV_32809,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Fusobacteriaceae, g__Fusobacterium, s__unclassified_Fusobacterium
ASV_32810,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_32811,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__unclassified_Lachnospiraceae, s__unclassified_Lachnospiraceae
ASV_32812,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__uncultured_bacterium
ASV_32813,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Alloprevotella, s__Prevotella_sp.
ASV_32814,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Veillonellaceae, g__Veillonella, s__unclassified_Veillonella
ASV_32815,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__unclassified_Pseudomonas
ASV_32816,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_32817,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__Leptotrichia, s__unclassified_Leptotrichia
ASV_32818,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Alloprevotella, s__unclassified_Alloprevotella
ASV_32819,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__Lactobacillus_delbrueckii
ASV_32820,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__Leptotrichia, s__unclassified_Leptotrichia
ASV_32821,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__unclassified_Streptococcus
ASV_32822,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Alloprevotella, s__uncultured_Prevotella
ASV_32823,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Stomatobaculum, s__Stomatobaculum_longum
ASV_32824,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__unclassified_Acinetobacter
ASV_32825,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__Leptotrichia, s__uncultured_bacterium
ASV_32826,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__Streptococcus_vestibularis
ASV_32828,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Veillonellaceae, g__Veillonella, s__unidentified
ASV_32829,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__uncultured_organism
ASV_32831,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales, f__Neisseriaceae, g__Neisseria, s__unclassified_Neisseria
ASV_32832,d__Bacteria, p__Synergistota, c__Synergistia, o__Synergistales, f__Synergistaceae, g__Fretibacterium, s__unclassified_Fretibacterium
ASV_32834,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__Capnocytophaga, s__Capnocytophaga_ochracea
ASV_32835,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__Leptotrichia, s__Leptotrichia_sp.
ASV_32837,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__unclassified_Streptococcus
ASV_32838,d__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridia_UCG-014, f__Clostridia_UCG-014, g__Clostridia_UCG-014, s__unclassified_Clostridia_UCG-014
ASV_32839,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Micrococcales, f__Micrococcaceae, g__Rothia, s__unclassified_Rothia
ASV_32840,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__Mycobacterium_tuberculosis
ASV_32841,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__Porphyromonas_pasteri
ASV_32842,d__Bacteria, p__Patescibacteria, c__Saccharimonadia, o__Saccharimonadales, f__Saccharimonadales, g__Saccharimonadales, s__unclassified_Saccharimonadales
ASV_32843,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__unclassified_Streptococcus
ASV_32844,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__unclassified_Lactobacillales, g__unclassified_Lactobacillales, s__unclassified_Lactobacillales
ASV_32845,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Defluviitaleaceae, g__Defluviitaleaceae_UCG-011, s__unclassified_Defluviitaleaceae_UCG-011
ASV_32847,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__Leptotrichia, s__uncultured_bacterium
ASV_32848,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Catonella, s__uncultured_bacterium
ASV_32849,d__Bacteria, p__unclassified_Bacteria, c__unclassified_Bacteria, o__unclassified_Bacteria, f__unclassified_Bacteria, g__unclassified_Bacteria, s__unclassified_Bacteria
ASV_32851,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Alloprevotella, s__uncultured_Bacteroidetes
ASV_32852,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella_7, s__uncultured_bacterium
ASV_32853,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Moraxella, s__uncultured_Moraxellaceae
ASV_32854,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella_7, s__Prevotella_genomosp.
ASV_32855,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__Prevotella_sp.
ASV_32856,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Carnobacteriaceae, g__Granulicatella, s__unclassified_Granulicatella
ASV_32857,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella_7, s__Prevotella_veroralis
ASV_32859,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__unclassified_Lachnospiraceae, s__unclassified_Lachnospiraceae
ASV_32861,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__Porphyromonas_pasteri
ASV_32862,d__Bacteria, p__Synergistota, c__Synergistia, o__Synergistales, f__Synergistaceae, g__Fretibacterium, s__unclassified_Fretibacterium
ASV_32863,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__Capnocytophaga, s__unclassified_Capnocytophaga
ASV_32864,d__Bacteria, p__Patescibacteria, c__Saccharimonadia, o__Saccharimonadales, f__Saccharimonadales, g__Saccharimonadales, s__Candidatus_Saccharibacteria
ASV_32865,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Selenomonadaceae, g__Centipeda, s__unclassified_Centipeda
ASV_32866,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__Leptotrichia, s__unclassified_Leptotrichia
ASV_32867,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__uncultured_Prevotella
ASV_32868,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Selenomonadaceae, g__Selenomonas, s__unclassified_Selenomonas
ASV_32869,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__Prevotella_pallens
ASV_32870,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__Rikenellaceae_RC9_gut_group, s__Bacteroidales_oral
ASV_32871,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__unclassified_Actinomyces
ASV_32872,d__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus, s__unclassified_Bacillus
ASV_32873,d__Bacteria, p__Firmicutes, c__Clostridia, o__Lachnospirales, f__Lachnospiraceae, g__Stomatobaculum, s__Eubacterium_sp.
ASV_32874,d__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__unclassified_Lactobacillales, g__unclassified_Lactobacillales, s__unclassified_Lactobacillales
ASV_32875,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella_7, s__Prevotella_enoeca
ASV_32876,d__Bacteria, p__Spirochaetota, c__Spirochaetia, o__Spirochaetales, f__Spirochaetaceae, g__Treponema, s__uncultured_bacterium
ASV_32877,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Selenomonadaceae, g__Selenomonas, s__Selenomonas_sputigena
ASV_32878,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__Porphyromonas_pasteri
ASV_32879,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__Capnocytophaga, s__Capnocytophaga_granulosa
ASV_32880,d__Bacteria, p__Campylobacterota, c__Campylobacteria, o__Campylobacterales, f__Campylobacteraceae, g__Campylobacter, s__Campylobacter_pinnipediorum
ASV_32881,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__Leptotrichia, s__unclassified_Leptotrichia
ASV_32882,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Veillonellaceae, g__Veillonella, s__unclassified_Veillonella
ASV_32884,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Alloprevotella, s__uncultured_Bacteroidetes
ASV_32885,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Veillonellaceae, g__Veillonella, s__unclassified_Veillonella
ASV_32887,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella_7, s__unclassified_Prevotella_7
ASV_32888,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales, f__Pasteurellaceae, g__Aggregatibacter, s__Aggregatibacter_aphrophilus
ASV_32889,d__Bacteria, p__Firmicutes, c__Negativicutes, o__Veillonellales-Selenomonadales, f__Selenomonadaceae, g__unclassified_Selenomonadaceae, s__unclassified_Selenomonadaceae
ASV_32890,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales, f__Pasteurellaceae, g__unclassified_Pasteurellaceae, s__unclassified_Pasteurellaceae
