taxonomy,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20,Sample_21,Sample_22,Sample_23,Sample_24,Sample_25,Sample_26,Sample_27,Sample_28,Sample_29,Sample_30,Sample_31,Sample_32,Sample_33,Sample_34,Sample_35,Sample_36,Sample_37,Sample_38,Sample_39,Sample_40,Sample_41,Sample_42,Sample_43,Sample_44,Sample_45,Sample_46,Sample_47,Sample_48,Sample_49,Sample_50,Sample_51,Sample_52,Sample_53,Sample_54,Sample_55,Sample_56,Sample_57,Sample_58,Sample_59,Sample_60,Sample_61,Sample_62,Sample_63,Sample_64,Sample_65,Sample_66,Sample_67,Sample_68,Sample_69,Sample_70,Sample_71,Sample_72,Sample_73,Sample_74,Sample_75,Sample_76,Sample_77,Sample_78,Sample_79,Sample_80,Sample_81,Sample_82,Sample_83,Sample_84,Sample_85,Sample_86,Sample_87,Sample_88,Sample_89,Sample_90,Sample_91,Sample_92,Sample_93,Sample_94,Sample_95,Sample_96,Sample_97,Sample_98,Sample_99,Sample_100,Sample_101,Sample_102,Sample_103,Sample_104,Sample_105,Sample_106,Sample_107,Sample_108,Sample_109,Sample_110,Sample_111,Sample_112,Sample_113,Sample_114,Sample_115,Sample_116,Sample_117,Sample_118,Sample_119,Sample_120,Sample_121,Sample_122,Sample_123,Sample_124,Sample_125,Sample_126,Sample_127,Sample_128,Sample_129,Sample_130,Sample_131,Sample_132,Sample_133,Sample_134,Sample_135,Sample_136,Sample_137,Sample_138,Sample_139,Sample_140,Sample_141,Sample_142,Sample_143,Sample_144,Sample_145,Sample_146,Sample_147,Sample_148,Sample_149,Sample_150
d__Bacteria;  p__Deinococcota;  c__Deinococci;  o__Thermales;  f__Thermaceae;  g__Thermus,5.01E-05,0,0,0,0,0,0,0,0,0,0,0,2.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09E-05,0.000182004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58E-05,0,0,3.25E-05,0,0,0,0,0,0,0.003163931,0,0,0,0,0,0,0,0,0,0,0,0,0.000337822,0,0,0,2.22E-05,0,0,0,0,0,0.000148225,0,0,0,0,0,3.33E-05,0,0,0,0,0.00013303,0,0.000213928,0,0,0,0,0,0,0,0.001501173,0,0,0,0,0,0,0,0.000105075,0,0,0,0,0,0,0,0,0.000209382,0,0,0,0,0,0,0.000152403,0,0,0,5.61E-05,0,0,2.26E-05,0,0,0,0,0,0,0
d__Bacteria;  p__Dependentiae;  c__Babeliae;  o__Babeliales;  f__Babeliaceae;  g__Babeliaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Desulfobacterota;  c__Desulfobulbia;  o__Desulfobulbales;  f__Desulfobulbaceae;  g__Desulfobulbus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69E-05,0,0,0,0.00029656,0,0,0,0,0,0,0,0,0,0,0,0.00022248,0,0,7.31E-05,0.000125657,0,0,8.13E-05,0,0,0.000152398,0,0,0,0.00041402,3.79E-05,0,7.29E-05,0,0,3.00E-05,0,0,0,0,0.000270777,0,0.00048232,4.84E-05,0,5.45E-05,0,0.000197746,0.001372018,6.00E-05,0,0.000176188,0,0,0.000234497,0,0,8.32E-05,4.88E-05,6.02E-05,0.000168911,0,0.000248962,0.000251507,0,0.000351449,0.000463451,0.000165207,0.000150272,7.96E-05,0.000407619,0,0,0,0.000310186,0.000111943,0.000299424,2.21E-05,0,2.22E-05,0,0,0,0.000362033,0,0,0,0,0.000195152,0,0,0.003398488,0.0004179,0,0,5.80E-05,0,4.89E-05,0.000119628,5.25E-05,0.001373445,0.000671532,0,0,0,0.000139399,0,0.000119998,0.000655457,0,2.64E-05,0.000324583,0.000204085,5.75E-05,0.000156967,9.70E-05,0.000150719,0,0,3.74E-05,0.000478671,0,0.000327532,0,0.000106785,6.78E-05,0,0,0,0
d__Bacteria;  p__Desulfobacterota;  c__Desulfovibrionia;  o__Desulfovibrionales;  f__Desulfomicrobiaceae;  g__Desulfomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001348,2.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07E-05,0,0,0,0,0.000337247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37E-05,0,0,0,0.000337225,0,0,0,0,0,9.27E-05,0,5.86E-05,0,0,0,0,0,0,0,0,0.000369287,0.000238668,0,0,0,0,3.28E-05,0,0.000209893,0,0.000154413,6.68E-05,0,0,0,2.12E-05,0,7.01E-05,0,0,0,0,0.000382156,0,0,0,0,0.001862798,0,0,0,1.84E-05,0,0,0.000503649,0,0.00082065,0,0,0,0,0,0,0.000224372,0,0.000476199,0,0,0.000595758,0,4.59E-05,0,0,0,0,0,0,0,0,0.000225001,0,0.000103397,0
d__Bacteria;  p__Desulfobacterota;  c__Desulfovibrionia;  o__Desulfovibrionales;  f__Desulfoplanaceae;  g__Desulfoplanes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000530722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Desulfobacterota;  c__Desulfovibrionia;  o__Desulfovibrionales;  f__Desulfovibrionaceae;  g__Bilophila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Desulfobacterota;  c__Desulfovibrionia;  o__Desulfovibrionales;  f__Desulfovibrionaceae;  g__Desulfovibrio,0,0,0,0,4.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.13E-05,0,0,0,0,0,0,0,0,0,0,0.00018338,0,0.000329939,0.000340803,0,0,0,0.000433243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000222377,0,0,0,0,0,0.000294227,0,0,0.002374421,0,0.000272106,0.000238668,0,0.001019047,0,0,0,0,0,0,0,0,3.33E-05,1.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167883,0.00214935,0.000229782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000150171,0,0,0,9.34E-05,1.94E-05,0.000121876,0,0,0
d__Bacteria;  p__Desulfobacterota;  c__Desulfovibrionia;  o__Desulfovibrionales;  f__Desulfovibrionaceae;  g__uncultured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80E-05,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Desulfobacterota;  c__Desulfuromonadia;  o__Bradymonadales;  f__Bradymonadales;  g__Bradymonadales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171438,0,0,0,0,0.000185281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Elusimicrobiota;  c__Elusimicrobia;  o__Lineage_IV;  f__Lineage_IV;  g__Lineage_IV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000552384,0,0,0,0,0,3.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000349851,0,0,0,0,0,0,0,5.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000317318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Elusimicrobiota;  c__Endomicrobia;  o__Endomicrobiales;  f__Endomicrobiaceae;  g__Endomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217874,0,0,4.89E-05,0,0,0,0,0,0,0,0,0,0,0,0.000107878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000524776,0.000671805,0,0,0,0,0.000164023,0,5.60E-05,0,0,0,0,0,0,0,0,0.000186986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28E-05,0,0,0,0,0.000245796,0.000105124,0.000382752,0,0.000722801,0.000155996,0,0,0,2.30E-05,0,0,0.000103243,0,0,0,0,2.91E-05,0,0,0,0
d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Acholeplasmatales;  f__Acholeplasmataceae;  g__Acholeplasma,0,0,0,0,0,0,0,0,0.000102595,0,0,0,0,0,0,0,0,0,3.56E-05,0,0,4.36E-05,0,0.00016176,7.34E-05,0,0,0,0,0,0,0.000136503,5.76E-05,0,7.34E-05,0,0,0,0.00031688,0,0,0,0,0,4.46E-05,0.000186264,0,0,0.000499784,9.81E-05,2.53E-05,0,0,5.24E-05,0,0,0,0,0,0,0.004083313,0,0,0,0.000204504,0,3.22E-05,0,0.000602989,0.001610773,0,3.11E-05,0,0.0001068,0,0,0,0.000388102,0.000136774,0,0.000290902,0,0.000633721,0.001518023,0,0.003137322,0,0,0,0.00022285,0.003983547,0,0,0,0,0.004463724,0,4.41E-05,0,0,0.001642362,0,0,0.000279753,8.18E-05,0,2.36E-05,0.000168966,0,0,0,0.01406307,0,6.59E-05,0.00130027,0,0,0,0,6.57E-05,0.002281316,0.004868607,0.00069296,0.000897244,0.000280447,0.000101381,0,0,7.28E-05,5.26E-05,0.000778703,0,9.35E-05,0,0,0.000554193,1.88E-05,0,0,0,0.002158712,0,0.000395297,0,0.001668513,0.000561956,0.000684379,0,0,0
d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Acholeplasmatales;  f__Acholeplasmataceae;  g__unclassified_Acholeplasmataceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Bacillales;  f__Bacillaceae;  g__Anoxybacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Bacillales;  f__Bacillaceae;  g__Bacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12E-05,0,0,9.00E-05,0,0,5.85E-05,0,0,0,0,0,0,0,0,0.000134827,0,2.00E-05,1.98E-05,0,0,0,0,0,0,2.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11E-05,0,2.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17E-05,0,0,0,0,0,0,0,6.57E-05,0,0,5.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Bacillales;  f__Bacillaceae;  g__Geobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000257596,0,0,0,0,0,6.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Bacillales;  f__Bacillaceae;  g__unclassified_Bacillaceae,0,0,0,0,0,0,0,3.77E-05,0,0.000111448,2.38E-05,0,0,3.81E-05,0,0,0,0,0,0,0,0,6.19E-05,0.0001348,0,0,3.78E-05,0,0,0,0,0,0,7.14E-05,7.34E-05,0,8.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63E-05,0,0,0,0,0,0.000114054,0,4.80E-05,0,4.20E-05,2.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91E-05,0,0,0,0
d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Bacillales;  f__Planococcaceae;  g__Domibacillus,0,0,0,0,0,0,0,0,0,0,0,1.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Bacillales;  f__unclassified_Bacillales;  g__unclassified_Bacillales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.09E-05,0,0,0,0,0,0,0,0,0,0,4.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77E-05,0,4.81E-05,0,3.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22E-05,0,0,0,0,0,0,0,0,9.22E-06,5.80E-05,0,0,0,0,0,5.93E-05,0,0,0,0,0,7.20E-05,0,0,0,0,0,0,0,0,0,0,1.15E-05,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Brevibacillales;  f__Brevibacillaceae;  g__Brevibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224711,0,0,0,0,0,0,0,0,0,0,0,0,2.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelatoclostridiaceae;  g__Asteroleplasma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004044,0,0,0,0,0.000290704,0,0,0,0,0,0,0,8.09E-05,0.00038603,9.75E-05,0,0,0,0.00017625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000953134,0,0,0,0,0,0,0,0,0,0.000257878,0,0,0,0,0,0,0,0,0,0,0,0.000248962,0,0,0.000205726,0,0.000349851,0.000247507,0,0.000148225,0,0,0,9.05E-05,0,0,0,0,0,9.02E-05,0,0,0,0,0,0,0,0,0,0,0.00030232,4.26E-05,0,4.61E-05,0,0,0,0,0,0.000380219,0,0,0.00010942,0,0,0,0,0,0,0,0,0.000127553,5.75E-05,0,0,4.71E-05,0,0,0,0,0,0.00064377,0,6.67E-05,1.94E-05,0.000496878,0,0,0
d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelatoclostridiaceae;  g__Eggerthia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105144,0,0,0,0,0,0,0,6.83E-05,0,4.76E-05,0,4.94E-05,0,0.000142221,0,0,0,0,0,0,0,0.000152398,0,3.07E-05,0,0,0,0,5.20E-05,0,0,4.50E-05,0,0,0,0,0.00030327,0,0,0,0,0,0,0.000323584,6.99E-05,0.000120058,3.97E-05,6.22E-05,0,0,2.13E-05,0,3.71E-05,0,0,0,0.000178295,0,0,2.69E-05,2.22E-05,0.000814332,0,0,0.000132593,6.37E-05,0.000129697,0,0,0,0,0.000377807,0,0,0,0,0,0,0,6.58E-05,0,0,0,0,8.22E-05,1.86E-05,0,4.17E-05,1.71E-05,0,6.46E-05,0,0,0,0,0,3.88E-05,0,2.35E-05,0,0,0.000177417,0,0,0.000100139,0,7.92E-05,1.97E-05,0.000136057,0,0,0,0,2.30E-05,0,1.87E-05,0,6.71E-05,0,0,6.67E-05,2.91E-05,0,0,2.58E-05,0
d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelatoclostridiaceae;  g__UCG-004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111809,0,0,0,0,0,0,0,0,0,0,0.000100525,0,0,0,0,0,0,0,3.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000238283,0,0,0,0,0,0,0,0,0,5.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000231442,0,0,0,0,0,0,0,8.20E-05,0,0.000181907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000251666,0,3.80E-05,0,0,0,0,0,0,0,0,0,0,0,2.30E-05,0,0,0,0,0,0,0,5.81E-05,7.50E-05,0,0,0
d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__Bulleidia,0,0,0,0,0,3.99E-05,0,3.77E-05,1.03E-05,0,0,0,0,5.72E-05,0,0.000186463,0,0,3.56E-05,9.48E-05,0,0,0,0.00029656,0,0,0,0,0,0,0,0.000136503,0,0,0,0,0,0,0,0,0,0,0,9.37E-05,0,0.000287862,5.48E-05,0,0.000413283,0.000163429,2.53E-05,0,0,0,0,0.000464914,0,0,0,0,0.000140804,0,4.13E-05,0,6.82E-05,3.12E-05,4.30E-05,9.89E-05,8.74E-06,0,0,0.000114004,0.000117025,0,0,0,2.78E-05,0,0,0,0,3.47E-05,0,0,0.00036604,6.00E-05,0,0,0,0.00022285,0,6.78E-05,0,0,6.46E-05,0.000433779,8.87E-05,0,0,0,9.02E-05,0,0,0.000312665,3.51E-05,0,0,0,8.22E-05,0,0,0.000271045,9.38E-05,4.94E-05,9.22E-05,0,0,0,9.20E-06,0.000157613,0.00128033,0,0,0,0,0,0,0,0.000182071,0,0.000211174,0.000108194,0.000161567,0,0,4.16E-05,0,0,0,0,0,0,0,0,6.67E-05,0,0,0,0,0
d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__Erysipelotrichaceae_UCG-006,0,0,0,0,2.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54E-05,0,0.00048528,0,0,0,0.000138383,6.71E-05,6.46E-05,0,0,0,0,0,4.94E-05,0,0,0,0.000100525,0,0,0,0,4.46E-05,0,0,0,0,0.000130743,0,0,0.00015611,2.62E-05,0.000124538,0.000149972,0,0,0,0,0.000238283,0,0,0,0,0,4.30E-05,0.000143815,0,0,5.95E-05,9.33E-05,2.13E-05,0,0,0,7.41E-05,0,0,0,4.69E-05,0,0,0,0,0.000214298,0.000108467,0,4.42E-05,4.78E-05,0,0,0,0,0.000129244,0.000307843,0,0,0,0,2.71E-05,0,0,0.000115192,0,0.000169693,5.89E-05,0,0.000123254,0,0,9.38E-05,8.53E-05,0,0,0,0,0,0,0,4.66E-05,0,0,0,0,2.53E-05,0,6.00E-05,1.82E-05,0,0.000105587,2.95E-05,0,0,0,0,0,0,0,0,0,7.55E-05,2.26E-05,0,0,2.91E-05,3.75E-05,0,0,0
d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__Solobacterium,0.002954757,0.001598259,4.18E-05,0.002894565,0.000300609,0.001850028,0.002905157,0.00582324,0.001169579,0.001882236,0.002449028,0,0.000265824,0.00356598,0.000965802,0.005485114,0.004478197,0.006560751,0.000588036,0.003905435,0.000594682,0.005425073,0.000350906,0.006686078,0.000856018,0.004000172,0.002193812,0.002375571,0.002236186,0.007024197,0.000467185,0.000500512,0.000230424,0.001427348,0.000880949,0.000543841,0.00242725,0.008878685,0.000731261,0.000779071,0.000852571,0.000102192,0.000569422,0.001065823,0.000256682,0.000406394,0.000849362,0.000337247,0.000144168,0.000174324,0.000657429,0.000418801,0.002726724,0.000799015,0.000134916,0.00026995,0.000133887,0.000863691,0.007487861,0.000716895,0.002144551,0.001730388,0.000950859,0.000568415,0.001388924,0.004657321,0.001643077,0.000548295,0.001092371,0.00175084,0.001259633,0.003585938,0.001053225,0.000456328,0.002238376,0.000288526,0.000880241,0.003617664,0.000644789,0.001697037,0.00368789,0.00340938,0.003440198,0.000368278,0.014752535,0.00143151,0.001133977,0.000155489,0.001060745,0.00253094,0.000426147,0.003213646,0.00032664,0.008315974,0.009615757,0.003316309,0.001186608,0.000132354,0.001375902,0.000155336,0.002562807,0.000787096,0.000318319,0.001069642,0.000969989,0.000561292,9.43E-05,0.000337932,0.000718981,0.000568574,0.001490151,0.000104248,0.006558468,0.002058121,0.000682411,0.000434978,7.39E-05,0.001308692,0.000193246,0.00065672,0.000201749,0.000167883,0.000446313,0.000525216,5.43E-05,0.000266126,0.000854614,0.00047999,0.000264004,0.000567668,0.000277166,0.000580315,0.000153064,0.000229889,0.000134543,0.00200895,0.000725334,0.000861178,0.00014947,0.000261724,0.000112628,0.000125877,9.04E-05,0.000451884,0.000373747,0.000339111,0.001284383,0.00033152,0.000116321,0.000405011
d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__unclassified_Erysipelotrichaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69E-05,0,0,0,0,0,0,0,9.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39E-05,0,0,0,2.81E-05,0,0,0
